| name                         | title                        | level | facing   | categories      | description                                                                                                                                                                                                                                                 | detail                                                                                                                                                                                                       | remediation                                                                                      | metadata                                               | cache_key                                                           |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.clients\` has multiple permissive policies for role \`authenticator\` for action \`INSERT\`. Policies include \`{"Users can view assigned clients",optimized_clients_access}\`                | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"clients","type":"table","schema":"public"}    | multiple_permissive_policies_public_clients_authenticator_INSERT    |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.clients\` has multiple permissive policies for role \`authenticator\` for action \`SELECT\`. Policies include \`{"Users can view assigned clients",optimized_clients_access}\`                | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"clients","type":"table","schema":"public"}    | multiple_permissive_policies_public_clients_authenticator_SELECT    |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.clients\` has multiple permissive policies for role \`authenticator\` for action \`UPDATE\`. Policies include \`{"Users can view assigned clients",optimized_clients_access}\`                | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"clients","type":"table","schema":"public"}    | multiple_permissive_policies_public_clients_authenticator_UPDATE    |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.clients\` has multiple permissive policies for role \`dashboard_user\` for action \`DELETE\`. Policies include \`{"Users can view assigned clients",optimized_clients_access}\`               | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"clients","type":"table","schema":"public"}    | multiple_permissive_policies_public_clients_dashboard_user_DELETE   |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.clients\` has multiple permissive policies for role \`dashboard_user\` for action \`INSERT\`. Policies include \`{"Users can view assigned clients",optimized_clients_access}\`               | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"clients","type":"table","schema":"public"}    | multiple_permissive_policies_public_clients_dashboard_user_INSERT   |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.clients\` has multiple permissive policies for role \`dashboard_user\` for action \`SELECT\`. Policies include \`{"Users can view assigned clients",optimized_clients_access}\`               | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"clients","type":"table","schema":"public"}    | multiple_permissive_policies_public_clients_dashboard_user_SELECT   |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.clients\` has multiple permissive policies for role \`dashboard_user\` for action \`UPDATE\`. Policies include \`{"Users can view assigned clients",optimized_clients_access}\`               | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"clients","type":"table","schema":"public"}    | multiple_permissive_policies_public_clients_dashboard_user_UPDATE   |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.orders\` has multiple permissive policies for role \`anon\` for action \`DELETE\`. Policies include \`{"Users can view orders of assigned clients",optimized_orders_access}\`                 | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"orders","type":"table","schema":"public"}     | multiple_permissive_policies_public_orders_anon_DELETE              |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.orders\` has multiple permissive policies for role \`anon\` for action \`INSERT\`. Policies include \`{"Users can view orders of assigned clients",optimized_orders_access}\`                 | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"orders","type":"table","schema":"public"}     | multiple_permissive_policies_public_orders_anon_INSERT              |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.orders\` has multiple permissive policies for role \`anon\` for action \`SELECT\`. Policies include \`{"Users can view orders of assigned clients",optimized_orders_access}\`                 | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"orders","type":"table","schema":"public"}     | multiple_permissive_policies_public_orders_anon_SELECT              |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.orders\` has multiple permissive policies for role \`anon\` for action \`UPDATE\`. Policies include \`{"Users can view orders of assigned clients",optimized_orders_access}\`                 | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"orders","type":"table","schema":"public"}     | multiple_permissive_policies_public_orders_anon_UPDATE              |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.orders\` has multiple permissive policies for role \`authenticated\` for action \`DELETE\`. Policies include \`{"Users can view orders of assigned clients",optimized_orders_access}\`        | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"orders","type":"table","schema":"public"}     | multiple_permissive_policies_public_orders_authenticated_DELETE     |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.orders\` has multiple permissive policies for role \`authenticated\` for action \`INSERT\`. Policies include \`{"Users can view orders of assigned clients",optimized_orders_access}\`        | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"orders","type":"table","schema":"public"}     | multiple_permissive_policies_public_orders_authenticated_INSERT     |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.orders\` has multiple permissive policies for role \`authenticated\` for action \`SELECT\`. Policies include \`{"Users can view orders of assigned clients",optimized_orders_access}\`        | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"orders","type":"table","schema":"public"}     | multiple_permissive_policies_public_orders_authenticated_SELECT     |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.orders\` has multiple permissive policies for role \`authenticated\` for action \`UPDATE\`. Policies include \`{"Users can view orders of assigned clients",optimized_orders_access}\`        | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"orders","type":"table","schema":"public"}     | multiple_permissive_policies_public_orders_authenticated_UPDATE     |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.orders\` has multiple permissive policies for role \`authenticator\` for action \`DELETE\`. Policies include \`{"Users can view orders of assigned clients",optimized_orders_access}\`        | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"orders","type":"table","schema":"public"}     | multiple_permissive_policies_public_orders_authenticator_DELETE     |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.orders\` has multiple permissive policies for role \`authenticator\` for action \`INSERT\`. Policies include \`{"Users can view orders of assigned clients",optimized_orders_access}\`        | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"orders","type":"table","schema":"public"}     | multiple_permissive_policies_public_orders_authenticator_INSERT     |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.orders\` has multiple permissive policies for role \`authenticator\` for action \`SELECT\`. Policies include \`{"Users can view orders of assigned clients",optimized_orders_access}\`        | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"orders","type":"table","schema":"public"}     | multiple_permissive_policies_public_orders_authenticator_SELECT     |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.orders\` has multiple permissive policies for role \`authenticator\` for action \`UPDATE\`. Policies include \`{"Users can view orders of assigned clients",optimized_orders_access}\`        | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"orders","type":"table","schema":"public"}     | multiple_permissive_policies_public_orders_authenticator_UPDATE     |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.orders\` has multiple permissive policies for role \`dashboard_user\` for action \`DELETE\`. Policies include \`{"Users can view orders of assigned clients",optimized_orders_access}\`       | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"orders","type":"table","schema":"public"}     | multiple_permissive_policies_public_orders_dashboard_user_DELETE    |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.orders\` has multiple permissive policies for role \`dashboard_user\` for action \`INSERT\`. Policies include \`{"Users can view orders of assigned clients",optimized_orders_access}\`       | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"orders","type":"table","schema":"public"}     | multiple_permissive_policies_public_orders_dashboard_user_INSERT    |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.orders\` has multiple permissive policies for role \`dashboard_user\` for action \`SELECT\`. Policies include \`{"Users can view orders of assigned clients",optimized_orders_access}\`       | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"orders","type":"table","schema":"public"}     | multiple_permissive_policies_public_orders_dashboard_user_SELECT    |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.orders\` has multiple permissive policies for role \`dashboard_user\` for action \`UPDATE\`. Policies include \`{"Users can view orders of assigned clients",optimized_orders_access}\`       | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"orders","type":"table","schema":"public"}     | multiple_permissive_policies_public_orders_dashboard_user_UPDATE    |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.products\` has multiple permissive policies for role \`anon\` for action \`DELETE\`. Policies include \`{"Users can view products of assigned clients",optimized_products_access}\`           | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"products","type":"table","schema":"public"}   | multiple_permissive_policies_public_products_anon_DELETE            |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.products\` has multiple permissive policies for role \`anon\` for action \`INSERT\`. Policies include \`{"Users can view products of assigned clients",optimized_products_access}\`           | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"products","type":"table","schema":"public"}   | multiple_permissive_policies_public_products_anon_INSERT            |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.products\` has multiple permissive policies for role \`anon\` for action \`SELECT\`. Policies include \`{"Users can view products of assigned clients",optimized_products_access}\`           | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"products","type":"table","schema":"public"}   | multiple_permissive_policies_public_products_anon_SELECT            |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.products\` has multiple permissive policies for role \`anon\` for action \`UPDATE\`. Policies include \`{"Users can view products of assigned clients",optimized_products_access}\`           | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"products","type":"table","schema":"public"}   | multiple_permissive_policies_public_products_anon_UPDATE            |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.products\` has multiple permissive policies for role \`authenticated\` for action \`DELETE\`. Policies include \`{"Users can view products of assigned clients",optimized_products_access}\`  | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"products","type":"table","schema":"public"}   | multiple_permissive_policies_public_products_authenticated_DELETE   |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.products\` has multiple permissive policies for role \`authenticated\` for action \`INSERT\`. Policies include \`{"Users can view products of assigned clients",optimized_products_access}\`  | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"products","type":"table","schema":"public"}   | multiple_permissive_policies_public_products_authenticated_INSERT   |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.products\` has multiple permissive policies for role \`authenticated\` for action \`SELECT\`. Policies include \`{"Users can view products of assigned clients",optimized_products_access}\`  | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"products","type":"table","schema":"public"}   | multiple_permissive_policies_public_products_authenticated_SELECT   |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.products\` has multiple permissive policies for role \`authenticated\` for action \`UPDATE\`. Policies include \`{"Users can view products of assigned clients",optimized_products_access}\`  | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"products","type":"table","schema":"public"}   | multiple_permissive_policies_public_products_authenticated_UPDATE   |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.products\` has multiple permissive policies for role \`authenticator\` for action \`DELETE\`. Policies include \`{"Users can view products of assigned clients",optimized_products_access}\`  | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"products","type":"table","schema":"public"}   | multiple_permissive_policies_public_products_authenticator_DELETE   |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.products\` has multiple permissive policies for role \`authenticator\` for action \`INSERT\`. Policies include \`{"Users can view products of assigned clients",optimized_products_access}\`  | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"products","type":"table","schema":"public"}   | multiple_permissive_policies_public_products_authenticator_INSERT   |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.products\` has multiple permissive policies for role \`authenticator\` for action \`SELECT\`. Policies include \`{"Users can view products of assigned clients",optimized_products_access}\`  | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"products","type":"table","schema":"public"}   | multiple_permissive_policies_public_products_authenticator_SELECT   |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.products\` has multiple permissive policies for role \`authenticator\` for action \`UPDATE\`. Policies include \`{"Users can view products of assigned clients",optimized_products_access}\`  | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"products","type":"table","schema":"public"}   | multiple_permissive_policies_public_products_authenticator_UPDATE   |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.products\` has multiple permissive policies for role \`dashboard_user\` for action \`DELETE\`. Policies include \`{"Users can view products of assigned clients",optimized_products_access}\` | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"products","type":"table","schema":"public"}   | multiple_permissive_policies_public_products_dashboard_user_DELETE  |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.products\` has multiple permissive policies for role \`dashboard_user\` for action \`INSERT\`. Policies include \`{"Users can view products of assigned clients",optimized_products_access}\` | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"products","type":"table","schema":"public"}   | multiple_permissive_policies_public_products_dashboard_user_INSERT  |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.products\` has multiple permissive policies for role \`dashboard_user\` for action \`SELECT\`. Policies include \`{"Users can view products of assigned clients",optimized_products_access}\` | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"products","type":"table","schema":"public"}   | multiple_permissive_policies_public_products_dashboard_user_SELECT  |
